trec7n8 - cnet - first step

intCoeff, expansionCount, dirCoeff, map precision = 0.1 85 600 0.1981
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 11 0 1600 0 0.2106

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 12 0 1600 0 0.2107

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 13 0 1600 0 0.2108

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 14 0 1600 0 0.2112

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 15 0 1600 0 0.2116

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 16 0 1600 0 0.2107

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 17 0 1600 0 0.2114

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 18 0 1600 0 0.2106

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 19 0 1600 0 0.2109

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 20 0 1600 0 0.2098

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 21 0 1600 0 0.2094

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 22 0 1600 0 0.2102

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 23 0 1600 0 0.2096

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 24 0 1600 0 0.2096


tureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.0 0.5 10 0 1600 0 0.2021

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.1 0.5 10 0 1600 0 0.2068

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.2 0.5 10 0 1600 0 0.2091

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 10 0 1600 0 0.2114

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.4 0.5 10 0 1600 0 0.2126

--> featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
--> intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2128

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.6 0.5 10 0 1600 0 0.2125

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.7 0.5 10 0 1600 0 0.2101

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.8 0.5 10 0 1600 0 0.2085

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.9 0.5 10 0 1600 0 0.2051

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 1.0 0.5 10 0 1600 0 0.2020


featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': -5000, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2015

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': -500, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2131

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': -50, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2131

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': -5, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2128

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': -0.5, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2128

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': -0.05, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2128

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.05, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2128

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.5, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2128

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2128

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 50, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2126

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 500, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2133

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5000, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2138



featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5000, 'numCanDocs': -5000, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2120

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5000, 'numCanDocs': -500, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2137

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5000, 'numCanDocs': -50, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2138

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5000, 'numCanDocs': -5, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2138

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5000, 'numCanDocs': -0.5, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2138

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5000, 'numCanDocs': -0.05, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2138

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5000, 'numCanDocs': 0.05, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2138

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5000, 'numCanDocs': 0.5, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2138

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5000, 'numCanDocs': 5, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2138

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5000, 'numCanDocs': 50, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2138

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5000, 'numCanDocs': 500, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2136

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 5000, 'numCanDocs': 5000, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.5 0.5 10 0 1600 0 0.2124

------------------------------------------------------------------------------------------------------------------------------------
conceptNet - noStemmed inverse relations - trec7n8

intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.0 0.1 1000 0 1600 0 0.2021

intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.05 0.1 1000 0 1600 0 0.2024

intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.1 0.1 1000 0 1600 0 0.2025

intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.15 0.1 1000 0 1600 0 0.2022

------------------------------------------------------------------------------------------------------------------------------------

conceptnet - wsdm12 - robust

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 50, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 500, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 200 0 0.2292

